Country,Country Code,Continent,Region,Year,Emissions Per Capita,Emissions,Hazardous waste
Lebanon,422,Asia,Western Asia,2009,4.924246584,20912.901,200
Lebanon,422,Asia,Western Asia,2008,4.125069277,17267.903,200
Lebanon,422,Asia,Western Asia,2007,3.265903315,13520.229,200
Lebanon,422,Asia,Western Asia,2006,3.553009775,14495.651,200
Lebanon,422,Asia,Western Asia,2005,4.07458241,16244.81,200
Lebanon,422,Asia,Western Asia,2004,4.368713836,16835.197,200
Lebanon,422,Asia,Western Asia,2003,4.936886976,18217.656,200
Lebanon,422,Asia,Western Asia,2002,4.561318909,16035.791,200
Lebanon,422,Asia,Western Asia,2001,4.826207112,16204.473,200
Lebanon,422,Asia,Western Asia,2000,4.724037362,15284.056,200
Lebanon,422,Asia,Western Asia,1999,5.225119476,16494.166,200
Lebanon,422,Asia,Western Asia,1998,5.348567476,16655.514,200
Lebanon,422,Asia,Western Asia,1997,5.061703977,15654.423,200
Lebanon,422,Asia,Western Asia,1996,4.495710495,13806.255,200
Lebanon,422,Asia,Western Asia,1995,4.492168869,13626.572,200
Lebanon,422,Asia,Western Asia,1994,4.283810819,12742.825,200
Lebanon,422,Asia,Western Asia,1993,4.019860304,11661.06,200
Lebanon,422,Asia,Western Asia,1992,4.025831825,11360.366,200
Lebanon,422,Asia,Western Asia,1991,3.451876549,9501.197,200
Lebanon,422,Asia,Western Asia,1990,3.367158721,9101.494,200
Lesotho,426,Africa,Southern Africa,2011,1.08410084,2200.2,200
Lesotho,426,Africa,Southern Africa,2010,1.124420522,2258.872,200
Lesotho,426,Africa,Southern Africa,2009,1.061470757,2112.192,200
Lesotho,426,Africa,Southern Africa,2008,1.056108435,2082.856,200
Lesotho,426,Africa,Southern Africa,2007,0.753730473,1474.134,200
Lesotho,426,Africa,Southern Africa,2006,0.744582725,1444.798,200
Lesotho,426,Africa,Southern Africa,2005,0.736886788,1419.129,200
Liberia,430,Africa,Western Africa,2011,0.218418427,891.081,200
Liberia,430,Africa,Western Africa,2010,0.202899199,803.073,200
Liberia,430,Africa,Western Africa,2009,0.138180372,528.048,200
Liberia,430,Africa,Western Africa,2008,0.15675574,575.719,200
Liberia,430,Africa,Western Africa,2007,0.192600334,678.395,200
Liberia,430,Africa,Western Africa,2006,0.22425875,759.069,200
Liberia,430,Africa,Western Africa,2005,0.226538985,740.734,200
Liberia,430,Africa,Western Africa,2004,0.196900249,627.057,200
Liberia,430,Africa,Western Africa,2003,0.170191171,531.715,200
Liberia,430,Africa,Western Africa,2002,0.163605503,502.379,200
Liberia,430,Africa,Western Africa,2001,0.167528353,502.379,200
Liberia,430,Africa,Western Africa,2000,0.150891365,436.373,200
Liberia,430,Africa,Western Africa,1999,0.14845856,407.037,200
Liberia,430,Africa,Western Africa,1998,0.151950385,388.702,200
Liberia,430,Africa,Western Africa,1997,0.150382828,355.699,200
Liberia,430,Africa,Western Africa,1996,0.156837675,344.698,200
Liberia,430,Africa,Western Africa,1995,0.160437344,333.697,200
Liberia,430,Africa,Western Africa,1994,0.158001791,319.029,200
Liberia,430,Africa,Western Africa,1993,0.160837422,322.696,200
Liberia,430,Africa,Western Africa,1992,0.142799329,289.693,200
Liberia,430,Africa,Western Africa,1991,0.138440316,286.026,200
Liberia,430,Africa,Western Africa,1990,0.230181794,484.044,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2011,6.39342247,39020.547,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2010,10.93553733,66057.338,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2009,10.44829013,62316.998,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2008,9.519416077,55943.752,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2007,9.206014831,53230.172,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2006,9.58589548,54509.955,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2005,9.314243581,52108.07,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2004,9.144527147,50358.911,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2003,9.067057721,49167.136,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2002,8.956716074,47832.348,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2001,9.146794717,48100.039,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,2000,9.101996161,47113.616,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1999,8.761160501,44620.056,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1998,9.07811704,45474.467,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1997,9.133343974,44975.755,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1996,9.128547135,44158.014,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1995,9.693458974,46020.85,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1994,9.481685721,44132.345,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1993,8.544762519,38947.207,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1992,8.355819434,37260.387,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1991,9.832186149,42863.563,200
Libyan Arab Jamahiriya,434,Africa,Northern Africa,1990,8.63418823,36780.01,200
Liechtenstein,438,Europe,Western Europe,2011,,51.338,200
Liechtenstein,438,Europe,Western Europe,2010,,58.672,200
Liechtenstein,438,Europe,Western Europe,2009,,55.005,200
Liechtenstein,438,Europe,Western Europe,2008,,69.673,200
Liechtenstein,438,Europe,Western Europe,2007,,69.673,200
Lithuania,440,Europe,Northern Europe,2011,4.513909093,13740.249,200
Lithuania,440,Europe,Northern Europe,2010,4.359590504,13377.216,200
Lithuania,440,Europe,Northern Europe,2009,4.002762758,12416.462,200
Lithuania,440,Europe,Northern Europe,2008,4.679251172,14708.337,200
Lithuania,440,Europe,Northern Europe,2007,4.623281239,14748.674,200
Lithuania,440,Europe,Northern Europe,2006,4.413326586,14293.966,200
Lithuania,440,Europe,Northern Europe,2005,4.257438431,13993.272,200
Lithuania,440,Europe,Northern Europe,2004,3.998952677,13329.545,200
Lithuania,440,Europe,Northern Europe,2003,3.822855722,12915.174,200
Lithuania,440,Europe,Northern Europe,2002,3.86160202,13212.201,200
Lithuania,440,Europe,Northern Europe,2001,3.732026025,12918.841,200
Lithuania,440,Europe,Northern Europe,2000,3.487293787,12200.109,200
Lithuania,440,Europe,Northern Europe,1999,3.877893429,13692.578,200
Lithuania,440,Europe,Northern Europe,1998,4.55125776,16197.139,200
Lithuania,440,Europe,Northern Europe,1997,4.280741456,15339.061,200
Lithuania,440,Europe,Northern Europe,1996,4.362556198,15731.43,200
Lithuania,440,Europe,Northern Europe,1995,4.466405776,16204.473,200
Lithuania,440,Europe,Northern Europe,1994,4.755595357,17359.578,200
Lithuania,440,Europe,Northern Europe,1993,4.764759166,17495.257,200
Lithuania,440,Europe,Northern Europe,1992,6.003385406,22148.68,200
Luxembourg,442,Europe,Western Europe,2011,20.9787159,10832.318,200
Luxembourg,442,Europe,Western Europe,2010,21.59543401,10967.997,200
Luxembourg,442,Europe,Western Europe,2009,20.86316842,10392.278,200
Luxembourg,442,Europe,Western Europe,2008,22.44702756,10938.661,200
Luxembourg,442,Europe,Western Europe,2007,23.14327285,11023.002,200
Luxembourg,442,Europe,Western Europe,2006,24.34394231,11349.365,200
Luxembourg,442,Europe,Western Europe,2005,25.22105201,11547.383,200
Luxembourg,442,Europe,Western Europe,2004,24.95568799,11268.691,200
Luxembourg,442,Europe,Western Europe,2003,22.15806629,9904.567,200
Luxembourg,442,Europe,Western Europe,2002,21.23189726,9416.856,200
Luxembourg,442,Europe,Western Europe,2001,19.99559228,8800.8,200
Luxembourg,442,Europe,Western Europe,2000,18.89369679,8239.749,200
Luxembourg,442,Europe,Western Europe,1999,17.82193903,7686.032,200
Luxembourg,442,Europe,Western Europe,1998,17.27434164,7356.002,200
Luxembourg,442,Europe,Western Europe,1997,18.90345708,7939.055,200
Luxembourg,442,Europe,Western Europe,1996,20.38088279,8437.767,200
Luxembourg,442,Europe,Western Europe,1995,20.37661459,8316.756,200
Luxembourg,442,Europe,Western Europe,1994,25.3223328,10190.593,200
Luxembourg,442,Europe,Western Europe,1993,27.18753764,10788.314,200
Luxembourg,442,Europe,Western Europe,1992,27.01042404,10571.961,200
Luxembourg,442,Europe,Western Europe,1991,27.47701614,10615.965,200
Luxembourg,442,Europe,Western Europe,1990,26.20177585,10003.576,200
Madagascar,450,Africa,Eastern Africa,2011,0.112992456,2449.556,200
Madagascar,450,Africa,Eastern Africa,2010,0.098983365,2086.523,200
Madagascar,450,Africa,Eastern Africa,2009,0.092499376,1895.839,200
Madagascar,450,Africa,Eastern Africa,2008,0.099740826,1987.514,200
Madagascar,450,Africa,Eastern Africa,2007,0.09370517,1815.165,200
Madagascar,450,Africa,Eastern Africa,2006,0.08940517,1683.153,200
Madagascar,450,Africa,Eastern Africa,2005,0.095231683,1741.825,200
Madagascar,450,Africa,Eastern Africa,2004,0.101772992,1807.831,200
Madagascar,450,Africa,Eastern Africa,2003,0.098664011,1701.488,200
Madagascar,450,Africa,Eastern Africa,2002,0.073839439,1235.779,200
Madagascar,450,Africa,Eastern Africa,2001,0.107283198,1741.825,200
Madagascar,450,Africa,Eastern Africa,2000,0.119012988,1873.837,200
Madagascar,450,Africa,Eastern Africa,1999,0.126134972,1925.175,200
Madagascar,450,Africa,Eastern Africa,1998,0.117520568,1738.158,200
Madagascar,450,Africa,Eastern Africa,1997,0.118742384,1701.488,200
Madagascar,450,Africa,Eastern Africa,1996,0.101694951,1411.795,200
Madagascar,450,Africa,Eastern Africa,1995,0.09758658,1312.786,200
Madagascar,450,Africa,Eastern Africa,1994,0.100956889,1316.453,200
Madagascar,450,Africa,Eastern Africa,1993,0.084686453,1070.764,200
Madagascar,450,Africa,Eastern Africa,1992,0.085217189,1045.095,200
Madagascar,450,Africa,Eastern Africa,1991,0.09030147,1074.431,200
Madagascar,450,Africa,Eastern Africa,1990,0.085435789,986.423,200
Malawi,454,Africa,Eastern Africa,2011,0.078048881,1206.443,200
Malawi,454,Africa,Eastern Africa,2010,0.080844661,1213.777,200
Malawi,454,Africa,Eastern Africa,2009,0.07246768,1056.096,200
Malawi,454,Africa,Eastern Africa,2008,0.081182218,1147.771,200
Malawi,454,Africa,Eastern Africa,2007,0.069522884,953.42,200
Malawi,454,Africa,Eastern Africa,2006,0.071645124,953.42,200
Malawi,454,Africa,Eastern Africa,2005,0.070929827,916.75,200
Malawi,454,Africa,Eastern Africa,2004,0.077604816,975.422,200
Malawi,454,Africa,Eastern Africa,2003,0.078201439,957.087,200
Malawi,454,Africa,Eastern Africa,2002,0.074097715,883.747,200
Malawi,454,Africa,Eastern Africa,2001,0.077926186,905.749,200
Malawi,454,Africa,Eastern Africa,2000,0.08000259,905.749,200
Malawi,454,Africa,Eastern Africa,1999,0.090570284,997.424,200
Malawi,454,Africa,Eastern Africa,1998,0.07745122,828.742,200
Malawi,454,Africa,Eastern Africa,1997,0.072957526,759.069,200
Malawi,454,Africa,Eastern Africa,1996,0.070065589,711.398,200
Malawi,454,Africa,Eastern Africa,1995,0.073236475,729.733,200
Malawi,454,Africa,Eastern Africa,1994,0.07295485,718.732,200
Malawi,454,Africa,Eastern Africa,1993,0.070716132,693.063,200
Malawi,454,Africa,Eastern Africa,1992,0.067257282,656.393,200
Malawi,454,Africa,Eastern Africa,1991,0.068346753,660.06,200
Malawi,454,Africa,Eastern Africa,1990,0.064822804,612.389,200
Malaysia,458,Asia,South-Eastern Asia,2011,7.847738104,225692.849,200
Malaysia,458,Asia,South-Eastern Asia,2010,7.942792211,224589.082,200
Malaysia,458,Asia,South-Eastern Asia,2009,7.338928686,203951.206,200
Malaysia,458,Asia,South-Eastern Asia,2008,7.62710698,208237.929,200
Malaysia,458,Asia,South-Eastern Asia,2007,7.015950768,188124.434,200
Malaysia,458,Asia,South-Eastern Asia,2006,6.481820062,170647.512,200
Malaysia,458,Asia,South-Eastern Asia,2005,6.863351456,177372.79,200
Malaysia,458,Asia,South-Eastern Asia,2004,6.596962621,167332.544,200
Malaysia,458,Asia,South-Eastern Asia,2003,6.438811732,160266.235,200
Malaysia,458,Asia,South-Eastern Asia,2002,5.534942437,135128.95,200
Malaysia,458,Asia,South-Eastern Asia,2001,5.714211956,136716.761,200
Malaysia,458,Asia,South-Eastern Asia,2000,5.405598437,126603.175,200
Malaysia,458,Asia,South-Eastern Asia,1999,4.714109527,107934.478,200
Malaysia,458,Asia,South-Eastern Asia,1998,5.107869463,114186.713,200
Malaysia,458,Asia,South-Eastern Asia,1997,5.724202398,124821.013,200
Malaysia,458,Asia,South-Eastern Asia,1996,5.897259014,125374.73,200
Malaysia,458,Asia,South-Eastern Asia,1995,5.844623648,121132.011,200
Malaysia,458,Asia,South-Eastern Asia,1994,4.652496226,94010.879,200
Malaysia,458,Asia,South-Eastern Asia,1993,4.655639926,91722.671,200
Malaysia,458,Asia,South-Eastern Asia,1992,3.920736208,75298.178,200
Malaysia,458,Asia,South-Eastern Asia,1991,3.666027293,68591.235,200
Malaysia,458,Asia,South-Eastern Asia,1990,3.107600327,56592.811,200
Maldives,462,Asia,Southern Asia,2011,3.324959935,1103.767,200
Maldives,462,Asia,Southern Asia,2010,3.298897124,1074.431,200
Maldives,462,Asia,Southern Asia,2009,3.338224989,1067.097,200
Maldives,462,Asia,Southern Asia,2008,3.213151162,1008.425,200
Maldives,462,Asia,Southern Asia,2007,2.974153173,916.75,200
Maldives,462,Asia,Southern Asia,2006,2.930451581,887.414,200
Maldives,462,Asia,Southern Asia,2005,2.353674355,700.397,200
Maldives,462,Asia,Southern Asia,2004,2.657746021,777.404,200
Maldives,462,Asia,Southern Asia,2003,2.078350035,597.721,200
Maldives,462,Asia,Southern Asia,2002,2.438242503,689.396,200
Maldives,462,Asia,Southern Asia,2001,2.07223612,575.719,200
Maldives,462,Asia,Southern Asia,2000,1.828491815,498.712,200
Maldives,462,Asia,Southern Asia,1999,1.741254636,465.709,200
Maldives,462,Asia,Southern Asia,1998,1.27378394,333.697,200
Maldives,462,Asia,Southern Asia,1997,1.4304829,366.7,200
Maldives,462,Asia,Southern Asia,1996,1.272761002,319.029,200
Maldives,462,Asia,Southern Asia,1995,1.122711408,275.025,200
Maldives,462,Asia,Southern Asia,1994,0.919466257,220.02,200
Maldives,462,Asia,Southern Asia,1993,0.926125054,216.353,200
Maldives,462,Asia,Southern Asia,1992,1.110417224,253.023,200
Maldives,462,Asia,Southern Asia,1991,0.77647626,172.349,200
Maldives,462,Asia,Southern Asia,1990,0.71349353,154.014,200
Mali,466,Africa,Western Africa,2011,0.086735785,1250.447,200
Mali,466,Africa,Western Africa,2010,0.088358533,1235.779,200
Mali,466,Africa,Western Africa,2009,0.084648274,1147.771,200
Mali,466,Africa,Western Africa,2008,0.081499439,1070.764,200
Mali,466,Africa,Western Africa,2007,0.079243627,1008.425,200
Mali,466,Africa,Western Africa,2006,0.076460635,942.419,200
Mali,466,Africa,Western Africa,2005,0.07523621,898.415,200
Mali,466,Africa,Western Africa,2004,0.07572953,876.413,200
Mali,466,Africa,Western Africa,2003,0.075171994,843.41,200
Mali,466,Africa,Western Africa,2002,0.077837298,847.077,200
Mali,466,Africa,Western Africa,2001,0.07845879,828.742,200
Mali,466,Africa,Western Africa,2000,0.080054757,821.408,200
Mali,466,Africa,Western Africa,1999,0.07975488,795.739,200
Mali,466,Africa,Western Africa,1998,0.078532469,762.736,200
Mali,466,Africa,Western Africa,1997,0.055418179,524.381,200
Mali,466,Africa,Western Africa,1996,0.052884699,487.711,200
Mali,466,Africa,Western Africa,1995,0.052217563,469.376,200
Mali,466,Africa,Western Africa,1994,0.052747881,462.042,200
Mali,466,Africa,Western Africa,1993,0.053273579,454.708,200
Mali,466,Africa,Western Africa,1992,0.053312592,443.707,200
Mali,466,Africa,Western Africa,1991,0.053671293,436.373,200
Mali,466,Africa,Western Africa,1990,0.052950968,421.705,200
Malta,470,Europe,Southern Europe,2011,5.891543686,2511.895,200
Malta,470,Europe,Southern Europe,2010,6.164360147,2618.238,200
Malta,470,Europe,Southern Europe,2009,5.653918916,2390.884,200
Malta,470,Europe,Southern Europe,2008,6.082676641,2559.566,200
Malta,470,Europe,Southern Europe,2007,6.508171699,2724.581,200
Malta,470,Europe,Southern Europe,2006,6.17938759,2574.234,200
Malta,470,Europe,Southern Europe,2005,6.507369553,2698.912,200
Malta,470,Europe,Southern Europe,2004,6.230447516,2574.234,200
Malta,470,Europe,Southern Europe,2003,6.269137182,2581.568,200
Malta,470,Europe,Southern Europe,2002,5.601091858,2299.209,200
Malta,470,Europe,Southern Europe,2001,6.077068606,2486.226,200
Malta,470,Europe,Southern Europe,2000,5.065948681,2064.521,200
Malta,470,Europe,Southern Europe,1999,5.784538939,2346.88,200
Malta,470,Europe,Southern Europe,1998,5.313992489,2145.195,200
Malta,470,Europe,Southern Europe,1997,6.285664457,2522.896,200
Malta,470,Europe,Southern Europe,1996,5.638029285,2247.871,200
Malta,470,Europe,Southern Europe,1995,5.376085335,2126.86,200
Malta,470,Europe,Southern Europe,1994,6.219613594,2438.555,200
Malta,470,Europe,Southern Europe,1993,6.878329563,2669.576,200
Malta,470,Europe,Southern Europe,1992,5.320833507,2042.519,200
Malta,470,Europe,Southern Europe,1991,5.468361301,2075.522,200
Malta,470,Europe,Southern Europe,1990,5.803962216,2178.198,200
Marshall Islands,584,Oceania,Micronesia,2011,,102.676,200
Marshall Islands,584,Oceania,Micronesia,2010,,102.676,200
Marshall Islands,584,Oceania,Micronesia,2009,,102.676,200
Marshall Islands,584,Oceania,Micronesia,2008,,99.009,200
Marshall Islands,584,Oceania,Micronesia,2007,,99.009,200
Marshall Islands,584,Oceania,Micronesia,2006,,91.675,200
Marshall Islands,584,Oceania,Micronesia,2005,,84.341,200
Marshall Islands,584,Oceania,Micronesia,2004,,88.008,200
Marshall Islands,584,Oceania,Micronesia,2003,,84.341,200
Marshall Islands,584,Oceania,Micronesia,2002,,84.341,200
Marshall Islands,584,Oceania,Micronesia,2001,,80.674,200
Marshall Islands,584,Oceania,Micronesia,2000,,77.007,200
Marshall Islands,584,Oceania,Micronesia,1999,,66.006,200
Marshall Islands,584,Oceania,Micronesia,1998,,69.673,200
Marshall Islands,584,Oceania,Micronesia,1997,,66.006,200
Marshall Islands,584,Oceania,Micronesia,1996,,66.006,200
Marshall Islands,584,Oceania,Micronesia,1995,,66.006,200
Marshall Islands,584,Oceania,Micronesia,1994,,66.006,200
Marshall Islands,584,Oceania,Micronesia,1993,,62.339,200
Marshall Islands,584,Oceania,Micronesia,1992,,55.005,200
Marshall Islands,584,Oceania,Micronesia,1991,,51.338,200
Marshall Islands,584,Oceania,Micronesia,1990,,47.671,200
Martinique,474,Americas,Caribbean,2011,6.098110239,2449.556,200
Martinique,474,Americas,Caribbean,2010,5.654065517,2266.206,200
Martinique,474,Americas,Caribbean,2009,5.674086721,2269.873,200
Martinique,474,Americas,Caribbean,2008,5.325897787,2126.86,200
Martinique,474,Americas,Caribbean,2007,5.39130762,2148.862,200
Martinique,474,Americas,Caribbean,2006,5.949088979,2365.215,200
Martinique,474,Americas,Caribbean,2005,6.256573601,2478.892,200
Martinique,474,Americas,Caribbean,2004,6.070745688,2394.551,200
Martinique,474,Americas,Caribbean,2003,5.785725028,2269.873,200
Martinique,474,Americas,Caribbean,2002,5.304569517,2068.188,200
Martinique,474,Americas,Caribbean,2001,5.455055411,2112.192,200
Martinique,474,Americas,Caribbean,2000,5.515046173,2119.526,200
Martinique,474,Americas,Caribbean,1999,5.463787771,2082.856,200
Martinique,474,Americas,Caribbean,1998,5.482533785,2071.855,200
Martinique,474,Americas,Caribbean,1997,5.423556957,2031.518,200
Martinique,474,Americas,Caribbean,1996,5.449177044,2024.184,200
Martinique,474,Americas,Caribbean,1995,5.529300095,2038.852,200
Martinique,474,Americas,Caribbean,1994,5.563079643,2038.852,200
Martinique,474,Americas,Caribbean,1993,5.530662221,2016.85,200
Martinique,474,Americas,Caribbean,1992,5.637450649,2046.186,200
Martinique,474,Americas,Caribbean,1991,5.099460921,1840.834,200
Martinique,474,Americas,Caribbean,1990,5.76968013,2068.188,200
Mauritania,478,Africa,Western Africa,2011,0.623915168,2310.21,200
Mauritania,478,Africa,Western Africa,2010,0.592300425,2137.861,200
Mauritania,478,Africa,Western Africa,2009,0.605938664,2130.527,200
Mauritania,478,Africa,Western Africa,2008,0.56565352,1936.176,200
Mauritania,478,Africa,Western Africa,2007,0.55389805,1844.501,200
Mauritania,478,Africa,Western Africa,2006,0.497206825,1609.813,200
Mauritania,478,Africa,Western Africa,2005,0.504681574,1587.811,200
Mauritania,478,Africa,Western Africa,2004,0.502867195,1536.473,200
Mauritania,478,Africa,Western Africa,2003,0.468627462,1389.793,200
Mauritania,478,Africa,Western Africa,2002,0.470253848,1353.123,200
Mauritania,478,Africa,Western Africa,2001,0.459786709,1283.45,200
Mauritania,478,Africa,Western Africa,2000,0.433308285,1173.44,200
Mauritania,478,Africa,Western Africa,1999,0.431208351,1133.103,200
Mauritania,478,Africa,Western Africa,1998,0.416981171,1063.43,200
Mauritania,478,Africa,Western Africa,1997,1.195313617,2959.269,200
Mauritania,478,Africa,Western Africa,1996,1.237178973,2973.937,200
Mauritania,478,Africa,Western Africa,1995,1.270826872,2966.603,200
Mauritania,478,Africa,Western Africa,1994,1.376277491,3120.617,200
Mauritania,478,Africa,Western Africa,1993,1.343311245,2959.269,200
Mauritania,478,Africa,Western Africa,1992,1.373653931,2940.934,200
Mauritania,478,Africa,Western Africa,1991,1.321358906,2750.25,200
Mauritania,478,Africa,Western Africa,1990,1.317042649,2665.909,200
Mauritius,480,Africa,Eastern Africa,2011,3.171369573,3916.356,200
Mauritius,480,Africa,Eastern Africa,2010,3.182324267,3916.356,200
Mauritius,480,Africa,Eastern Africa,2009,3.012889201,3696.336,200
Mauritius,480,Africa,Eastern Africa,2008,3.081472302,3769.676,200
Mauritius,480,Africa,Eastern Africa,2007,3.023831616,3689.002,200
Mauritius,480,Africa,Eastern Africa,2006,2.984197521,3630.33,200
Mauritius,480,Africa,Eastern Africa,2005,2.718307618,3296.633,200
Mauritius,480,Africa,Eastern Africa,2004,2.557624893,3091.281,200
Mauritius,480,Africa,Eastern Africa,2003,2.542803662,3061.945,200
Mauritius,480,Africa,Eastern Africa,2002,2.407002832,2885.929,200
Mauritius,480,Africa,Eastern Africa,2001,2.401174962,2863.927,200
Mauritius,480,Africa,Eastern Africa,2000,2.271099774,2691.578,200
Mauritius,480,Africa,Eastern Africa,1999,2.06384822,2427.554,200
Mauritius,480,Africa,Eastern Africa,1998,1.861692694,2170.864,200
Mauritius,480,Africa,Eastern Africa,1997,1.730764068,1998.515,200
Mauritius,480,Africa,Eastern Africa,1996,1.707984041,1950.844,200
Mauritius,480,Africa,Eastern Africa,1995,1.621220793,1829.833,200
Mauritius,480,Africa,Eastern Africa,1994,1.458198276,1624.481,200
Mauritius,480,Africa,Eastern Africa,1993,1.615725859,1774.828,200
Mauritius,480,Africa,Eastern Africa,1992,1.578038872,1708.822,200
Mauritius,480,Africa,Eastern Africa,1991,1.424365575,1521.805,200
Mauritius,480,Africa,Eastern Africa,1990,1.385719765,1463.133,200
Mexico,484,Americas,Central America,2011,3.908712496,466548.743,200
Mexico,484,Americas,Central America,2010,3.775361491,445063.79,200
Mexico,484,Americas,Central America,2009,3.870165266,450575.291,200
Mexico,484,Americas,Central America,2008,4.127159767,474491.465,200
Mexico,484,Americas,Central America,2007,4.041813702,458866.378,200
Mexico,484,Americas,Central America,2006,3.971675654,445291.144,200
Mexico,484,Americas,Central America,2005,3.932364621,435437.915,200
Mexico,484,Americas,Central America,2004,3.764505348,411767.43,200
Mexico,484,Americas,Central America,2003,3.75654654,405918.565,200
Mexico,484,Americas,Central America,2002,3.671718936,391859.287,200
Mexico,484,Americas,Central America,2001,3.755807471,395636.297,200
Mexico,484,Americas,Central America,2000,3.682441075,382508.437,200
Mexico,484,Americas,Central America,1999,3.739439829,382607.446,200
Mexico,484,Americas,Central America,1998,3.715410663,374063.336,200
Mexico,484,Americas,Central America,1997,3.627889284,359046.971,200
Mexico,484,Americas,Central America,1996,3.513134314,341482.041,200
Mexico,484,Americas,Central America,1995,3.44147953,328291.842,200
Mexico,484,Americas,Central America,1994,3.72170312,348133.979,200
Mexico,484,Americas,Central America,1993,3.605392731,330448.038,200
Mexico,484,Americas,Central America,1992,3.662060057,328698.879,200
Mexico,484,Americas,Central America,1991,3.713433291,326374.001,200
Mexico,484,Americas,Central America,1990,3.651279917,314291.236,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2011,1.240959545,128.345,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2010,1.167845665,121.011,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2009,1.622207476,168.682,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2008,1.158022163,121.011,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2007,1.360771478,143.013,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2006,1.179702137,124.678,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2005,1.139484736,121.011,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2004,1.376307764,146.68,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2003,1.373202516,146.68,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2002,1.371058953,146.68,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2001,1.642399925,176.016,200
"Micronesia, Federated States of",583,Oceania,Micronesia,2000,1.26295262,135.679,200
"Micronesia, Federated States of",583,Oceania,Micronesia,1999,1.088453547,117.344,200
"Micronesia, Federated States of",583,Oceania,Micronesia,1998,0.745352748,80.674,200
"Micronesia, Federated States of",583,Oceania,Micronesia,1997,0.709702689,77.007,200
Mongolia,496,Asia,Eastern Asia,2011,6.927361359,19079.401,200
Mongolia,496,Asia,Eastern Asia,2010,4.243208522,11510.713,200
Mongolia,496,Asia,Eastern Asia,2009,4.136008859,11052.338,200
Mongolia,496,Asia,Eastern Asia,2008,3.80929637,10029.245,200
Mongolia,496,Asia,Eastern Asia,2007,3.888755131,10091.584,200
Mongolia,496,Asia,Eastern Asia,2006,3.710703201,9497.53,200
Mongolia,496,Asia,Eastern Asia,2005,3.422433863,8646.786,200
Mongolia,496,Asia,Eastern Asia,2004,3.425718919,8551.444,200
Mongolia,496,Asia,Eastern Asia,2003,3.254643633,8034.397,200
Mongolia,496,Asia,Eastern Asia,2002,3.391991997,8287.42,200
Mongolia,496,Asia,Eastern Asia,2001,3.258317563,7884.05,200
Mongolia,496,Asia,Eastern Asia,2000,3.130942038,7506.349,200
Mongolia,496,Asia,Eastern Asia,1999,3.179037765,7554.02,200
Mongolia,496,Asia,Eastern Asia,1998,3.272191841,7708.034,200
Mongolia,496,Asia,Eastern Asia,1997,3.30163337,7711.701,200
Mongolia,496,Asia,Eastern Asia,1996,3.471353683,8041.731,200
Mongolia,496,Asia,Eastern Asia,1995,3.448289712,7924.387,200
Mongolia,496,Asia,Eastern Asia,1994,3.490897028,7961.057,200
Mongolia,496,Asia,Eastern Asia,1993,4.115447698,9314.18,200
Mongolia,496,Asia,Eastern Asia,1992,4.937768467,11078.007,200
Mongolia,496,Asia,Eastern Asia,1991,5.503962917,12207.443,200
Mongolia,496,Asia,Eastern Asia,1990,4.598526481,10043.913,200
Montenegro,499,Europe,Southern Europe,2011,4.141773706,2570.567,200
Montenegro,499,Europe,Southern Europe,2010,4.163295585,2581.568,200
Montenegro,499,Europe,Southern Europe,2009,2.94824413,1826.166,200
Montenegro,499,Europe,Southern Europe,2008,4.445574146,2750.25,200
Montenegro,499,Europe,Southern Europe,2007,3.644444804,2251.538,200
