Country,Country Code,Continent,Region,Year,Emissions Per Capita,Emissions,Hazardous waste
Afghanistan,4,Asia,Southern Asia,2011,0.420932656,12251.447,200
Afghanistan,4,Asia,Southern Asia,2010,0.29828953,8470.77,200
Afghanistan,4,Asia,Southern Asia,2009,0.244570892,6776.616,200
Afghanistan,4,Asia,Southern Asia,2008,0.156001009,4217.05,200
Afghanistan,4,Asia,Southern Asia,2007,0.08656317,2280.874,400
Afghanistan,4,Asia,Southern Asia,2006,0.064666449,1657.484,200
Afghanistan,4,Asia,Southern Asia,2005,0.053837851,1338.455,200
Afghanistan,4,Asia,Southern Asia,2004,0.039847607,957.087,200
Afghanistan,4,Asia,Southern Asia,2003,0.044893348,1037.761,300
Afghanistan,4,Asia,Southern Asia,2002,0.04029887,894.748,456
Afghanistan,4,Asia,Southern Asia,2001,0.030232274,645.392,200
Afghanistan,4,Asia,Southern Asia,2000,0.03792461,781.071,456
Afghanistan,4,Asia,Southern Asia,1999,0.041647373,832.409,200
Afghanistan,4,Asia,Southern Asia,1998,0.054167558,1056.096,200
Afghanistan,4,Asia,Southern Asia,1997,0.058606527,1114.768,200
Afghanistan,4,Asia,Southern Asia,1996,0.065114798,1199.109,852
Afghanistan,4,Asia,Southern Asia,1995,0.072146977,1268.782,200
Afghanistan,4,Asia,Southern Asia,1994,0.080079985,1320.12,200
Afghanistan,4,Asia,Southern Asia,1993,0.090615852,1375.125,456
Afghanistan,4,Asia,Southern Asia,1992,0.103278005,1426.463,855
Afghanistan,4,Asia,Southern Asia,1991,0.197712615,2493.56,200
Afghanistan,4,Asia,Southern Asia,1990,0.228187363,2676.91,200
Albania,8,Europe,Southern Europe,2011,1.480109123,4668.091,987
Albania,8,Europe,Southern Europe,2010,1.401545263,4415.068,200
Albania,8,Europe,Southern Europe,2009,1.4243556,4488.408,200
Albania,8,Europe,Southern Europe,2008,1.475346321,4657.09,200
Albania,8,Europe,Southern Europe,2007,1.414116572,4477.407,200
Albania,8,Europe,Southern Europe,2006,1.215577689,3865.018,200
Albania,8,Europe,Southern Europe,2005,1.330897054,4253.72,200
Albania,8,Europe,Southern Europe,2004,1.295229117,4165.712,789
Albania,8,Europe,Southern Europe,2003,1.325577849,4294.057,200
Albania,8,Europe,Southern Europe,2002,1.149450177,3751.341,200
Albania,8,Europe,Southern Europe,2001,0.980891846,3223.293,789
Albania,8,Europe,Southern Europe,2000,0.91426794,3021.608,200
Albania,8,Europe,Southern Europe,1999,0.899635648,2984.938,200
Albania,8,Europe,Southern Europe,1998,0.527093427,1752.826,200
Albania,8,Europe,Southern Europe,1997,0.463422424,1543.807,200
Albania,8,Europe,Southern Europe,1996,0.603658798,2016.85,200
Albania,8,Europe,Southern Europe,1995,0.621385121,2086.523,787
Albania,8,Europe,Southern Europe,1994,0.569926961,1928.842,200
Albania,8,Europe,Southern Europe,1993,0.685695348,2343.213,200
Albania,8,Europe,Southern Europe,1992,0.692577704,2387.217,200
Albania,8,Europe,Southern Europe,1991,1.147870822,3971.361,456
Albania,8,Europe,Southern Europe,1990,2.172402188,7488.014,200
Algeria,12,Africa,Northern Africa,2011,3.22420156,121755.401,200
Algeria,12,Africa,Northern Africa,2010,3.218225408,119276.509,200
Algeria,12,Africa,Northern Africa,2009,3.335981792,121374.033,454
Algeria,12,Africa,Northern Africa,2008,3.123152738,111575.809,200
Algeria,12,Africa,Northern Africa,2007,3.114078158,109294.935,200
Algeria,12,Africa,Northern Africa,2006,2.924591565,100919.507,200
Algeria,12,Africa,Northern Africa,2005,3.154443155,107127.738,200
Algeria,12,Africa,Northern Africa,2004,2.674522946,89493.135,200
Algeria,12,Africa,Northern Africa,2003,2.803740228,92533.078,458
Algeria,12,Africa,Northern Africa,2002,2.789232068,90853.592,200
Algeria,12,Africa,Northern Africa,2001,2.621860338,84293.329,200
Algeria,12,Africa,Northern Africa,2000,2.772147555,87930.993,785
Algeria,12,Africa,Northern Africa,1999,2.945320314,92118.707,200
Algeria,12,Africa,Northern Africa,1998,3.474320431,107080.067,200
Algeria,12,Africa,Northern Africa,1997,2.906365551,88195.017,456
Algeria,12,Africa,Northern Africa,1996,3.254508932,97131.496,654
Algeria,12,Africa,Northern Africa,1995,3.252401881,95345.667,200
Algeria,12,Africa,Northern Africa,1994,3.008438011,86500.863,200
Algeria,12,Africa,Northern Africa,1993,2.922654307,82294.814,521
Algeria,12,Africa,Northern Africa,1992,2.975667284,81935.448,200
Algeria,12,Africa,Northern Africa,1991,3.020056546,81220.383,200
Algeria,12,Africa,Northern Africa,1990,3.007839912,78924.841,125
Andorra,20,Europe,Southern Europe,2011,,491.378,200
Andorra,20,Europe,Southern Europe,2010,,517.047,200
Andorra,20,Europe,Southern Europe,2009,,517.047,200
Andorra,20,Europe,Southern Europe,2008,,539.049,200
Andorra,20,Europe,Southern Europe,2007,,539.049,452
Andorra,20,Europe,Southern Europe,2006,,546.383,200
Andorra,20,Europe,Southern Europe,2005,,575.719,200
Andorra,20,Europe,Southern Europe,2004,,564.718,200
Andorra,20,Europe,Southern Europe,2003,,535.382,453
Andorra,20,Europe,Southern Europe,2002,,531.715,200
Andorra,20,Europe,Southern Europe,2001,,524.381,200
Andorra,20,Europe,Southern Europe,2000,,524.381,200
Andorra,20,Europe,Southern Europe,1999,,513.38,200
Andorra,20,Europe,Southern Europe,1998,,484.044,200
Andorra,20,Europe,Southern Europe,1997,,458.375,200
Andorra,20,Europe,Southern Europe,1996,,425.372,200
Andorra,20,Europe,Southern Europe,1995,,407.037,200
Angola,24,Africa,Middle Africa,2011,1.47221569,29710.034,200
Angola,24,Africa,Middle Africa,2010,1.52145114,29743.037,200
Angola,24,Africa,Middle Africa,2009,1.551339989,29361.669,200
Angola,24,Africa,Middle Africa,2008,1.483663629,27172.47,895
Angola,24,Africa,Middle Africa,2007,1.419985486,25151.953,200
Angola,24,Africa,Middle Africa,2006,1.300402531,22266.024,200
Angola,24,Africa,Middle Africa,2005,1.157880358,19156.408,200
Angola,24,Africa,Middle Africa,2004,1.176297818,18793.375,200
Angola,24,Africa,Middle Africa,2003,0.587820499,9064.824,200
Angola,24,Africa,Middle Africa,2002,0.850821552,12665.818,200
Angola,24,Africa,Middle Africa,2001,0.676539905,9732.218,200
Angola,24,Africa,Middle Africa,2000,0.685212349,9541.534,200
Angola,24,Africa,Middle Africa,1999,0.677726241,9156.499,200
Angola,24,Africa,Middle Africa,1998,0.556293635,7308.331,200
Angola,24,Africa,Middle Africa,1997,0.577081314,7381.671,200
Angola,24,Africa,Middle Africa,1996,0.842542029,10491.287,200
Angola,24,Africa,Middle Africa,1995,0.909710423,11012.001,965
Angola,24,Africa,Middle Africa,1994,0.331307492,3890.687,200
Angola,24,Africa,Middle Africa,1993,0.510122619,5801.194,200
Angola,24,Africa,Middle Africa,1992,0.401602489,4418.735,200
Angola,24,Africa,Middle Africa,1991,0.409979248,4367.397,200
Angola,24,Africa,Middle Africa,1990,0.428662945,4429.736,200
Anguilla,660,Americas,Caribbean,2011,,143.013,200
Anguilla,660,Americas,Caribbean,2010,,150.347,459
Anguilla,660,Americas,Caribbean,2009,,146.68,200
Anguilla,660,Americas,Caribbean,2008,,150.347,200
Anguilla,660,Americas,Caribbean,2007,,150.347,200
Anguilla,660,Americas,Caribbean,2006,,143.013,200
Anguilla,660,Americas,Caribbean,2005,,128.345,200
Anguilla,660,Americas,Caribbean,2004,,121.011,200
Anguilla,660,Americas,Caribbean,2003,,102.676,200
Anguilla,660,Americas,Caribbean,2002,,95.342,200
Anguilla,660,Americas,Caribbean,2001,,95.342,200
Anguilla,660,Americas,Caribbean,2000,,62.339,200
Anguilla,660,Americas,Caribbean,1999,,51.338,200
Anguilla,660,Americas,Caribbean,1998,,47.671,200
Anguilla,660,Americas,Caribbean,1997,,44.004,874
Antigua and Barbuda,28,Americas,Caribbean,2011,5.823804338,513.38,200
Antigua and Barbuda,28,Americas,Caribbean,2010,6.011268671,524.381,200
Antigua and Barbuda,28,Americas,Caribbean,2009,5.906292005,509.713,200
Antigua and Barbuda,28,Americas,Caribbean,2008,5.628384633,480.377,200
Antigua and Barbuda,28,Americas,Caribbean,2007,5.561524699,469.376,200
Antigua and Barbuda,28,Americas,Caribbean,2006,5.096289552,425.372,200
Antigua and Barbuda,28,Americas,Caribbean,2005,4.974311149,410.704,200
Antigua and Barbuda,28,Americas,Caribbean,2004,4.980995619,407.037,200
Antigua and Barbuda,28,Americas,Caribbean,2003,4.804484327,388.702,200
Antigua and Barbuda,28,Americas,Caribbean,2002,4.536211421,363.033,200
Antigua and Barbuda,28,Americas,Caribbean,2001,4.364812845,344.698,200
Antigua and Barbuda,28,Americas,Caribbean,2000,4.439238615,344.698,200
Antigua and Barbuda,28,Americas,Caribbean,1999,4.581278521,348.365,200
Antigua and Barbuda,28,Americas,Caribbean,1998,4.49690052,333.697,987
Antigua and Barbuda,28,Americas,Caribbean,1997,4.670561524,337.364,200
Antigua and Barbuda,28,Americas,Caribbean,1996,4.593864332,322.696,200
Antigua and Barbuda,28,Americas,Caribbean,1995,4.721298044,322.696,200
Antigua and Barbuda,28,Americas,Caribbean,1994,4.683621337,311.695,200
Antigua and Barbuda,28,Americas,Caribbean,1993,4.692005303,304.361,200
Antigua and Barbuda,28,Americas,Caribbean,1992,4.566841126,289.693,200
Antigua and Barbuda,28,Americas,Caribbean,1991,4.641623406,289.693,200
Antigua and Barbuda,28,Americas,Caribbean,1990,4.85726747,300.694,200
Argentina,32,Americas,South America,2011,4.665868631,190034.941,200
Argentina,32,Americas,South America,2010,4.433544977,179000.938,200
Argentina,32,Americas,South America,2009,4.513701165,180654.755,200
Argentina,32,Americas,South America,2008,4.828570099,191578.748,200
Argentina,32,Americas,South America,2007,4.569839912,179738.005,200
Argentina,32,Americas,South America,2006,4.468897615,174237.505,200
Argentina,32,Americas,South America,2005,4.164577003,160951.964,200
Argentina,32,Americas,South America,2004,4.076616381,156170.196,654
Argentina,32,Americas,South America,2003,3.506066026,133126.768,200
Argentina,32,Americas,South America,2002,3.275956616,123266.205,200
Argentina,32,Americas,South America,2001,3.55835158,132631.723,200
Argentina,32,Americas,South America,2000,3.822902416,141076.824,200
Argentina,32,Americas,South America,1999,3.984389596,145488.225,200
Argentina,32,Americas,South America,1998,3.812693347,137673.848,200
Argentina,32,Americas,South America,1997,3.773465207,134677.909,200
Argentina,32,Americas,South America,1996,3.664289062,129217.746,200
Argentina,32,Americas,South America,1995,3.518125971,122547.473,200
Argentina,32,Americas,South America,1994,3.585840171,123350.546,200
Argentina,32,Americas,South America,1993,3.492412111,118609.115,200
Argentina,32,Americas,South America,1992,3.62304486,121447.373,200
Argentina,32,Americas,South America,1991,3.538038326,117021.304,200
Argentina,32,Americas,South America,1990,3.451770266,112613.57,200
Armenia,51,Asia,Western Asia,2011,1.67383608,4961.451,200
Armenia,51,Asia,Western Asia,2010,1.422998378,4217.05,200
Armenia,51,Asia,Western Asia,2009,1.468947703,4360.063,200
Armenia,51,Asia,Western Asia,2008,1.86706781,5559.172,200
Armenia,51,Asia,Western Asia,2007,1.693754804,5064.127,200
Armenia,51,Asia,Western Asia,2006,1.459272353,4382.065,200
Armenia,51,Asia,Western Asia,2005,1.443730955,4352.729,200
Armenia,51,Asia,Western Asia,2004,1.204698359,3644.998,200
Armenia,51,Asia,Western Asia,2003,1.129317807,3428.645,200
Armenia,51,Asia,Western Asia,2002,0.998886775,3043.61,200
Armenia,51,Asia,Western Asia,2001,1.157636701,3542.322,200
Armenia,51,Asia,Western Asia,2000,1.126529454,3465.315,200
Armenia,51,Asia,Western Asia,1999,0.988511937,3058.278,200
Armenia,51,Asia,Western Asia,1998,1.094342744,3406.643,200
Armenia,51,Asia,Western Asia,1997,1.044825239,3278.298,200
Armenia,51,Asia,Western Asia,1996,0.821584566,2607.237,200
Armenia,51,Asia,Western Asia,1995,1.083089242,3490.984,200
Armenia,51,Asia,Western Asia,1994,0.901718662,2966.603,200
Armenia,51,Asia,Western Asia,1993,0.859706565,2896.93,200
Armenia,51,Asia,Western Asia,1992,1.174674163,4052.035,200
Aruba,533,Americas,Caribbean,2011,23.92335086,2438.555,200
Aruba,533,Americas,Caribbean,2010,24.18270225,2456.89,200
Aruba,533,Americas,Caribbean,2009,24.87621527,2522.896,200
Aruba,533,Americas,Caribbean,2008,24.74964477,2508.228,200
Aruba,533,Americas,Caribbean,2007,25.6134619,2592.569,200
Aruba,533,Americas,Caribbean,2006,24.76670634,2497.227,200
Aruba,533,Americas,Caribbean,2005,24.964531,2497.227,200
Aruba,533,Americas,Caribbean,2004,24.51054263,2420.22,200
Aruba,533,Americas,Caribbean,2003,24.90906561,2416.553,200
Aruba,533,Americas,Caribbean,2002,24.9755145,2372.549,200
Aruba,533,Americas,Caribbean,2001,25.38248972,2357.881,200
Aruba,533,Americas,Caribbean,2000,25.5476788,2321.211,200
Aruba,533,Americas,Caribbean,1999,19.65258865,1749.159,200
Aruba,533,Americas,Caribbean,1998,19.62153398,1712.489,200
Aruba,533,Americas,Caribbean,1997,21.50066123,1837.167,200
Aruba,533,Americas,Caribbean,1996,21.64188954,1800.497,200
Aruba,533,Americas,Caribbean,1995,22.18661455,1782.162,200
Aruba,533,Americas,Caribbean,1994,22.99644068,1763.827,200
Aruba,533,Americas,Caribbean,1993,24.43048084,1771.161,200
Aruba,533,Americas,Caribbean,1992,25.25815197,1723.49,200
Aruba,533,Americas,Caribbean,1991,29.84760844,1928.842,200
Aruba,533,Americas,Caribbean,1990,29.62016477,1840.834,200
Australia,36,Oceania,Australia and New Zealand,2011,16.22826947,369039.546,200
Australia,36,Oceania,Australia and New Zealand,2010,16.43288912,368170.467,200
Australia,36,Oceania,Australia and New Zealand,2009,17.35544544,382464.433,200
Australia,36,Oceania,Australia and New Zealand,2008,17.38026698,376197.53,200
Australia,36,Oceania,Australia and New Zealand,2007,17.12280167,363795.736,200
Australia,36,Oceania,Australia and New Zealand,2006,17.15489431,357946.871,200
Australia,36,Oceania,Australia and New Zealand,2005,17.06898685,350268.173,200
Australia,36,Oceania,Australia and New Zealand,2004,16.95362238,342776.492,200
Australia,36,Oceania,Australia and New Zealand,2003,16.8572914,336355.575,200
Australia,36,Oceania,Australia and New Zealand,2002,17.3166046,341390.366,200
Australia,36,Oceania,Australia and New Zealand,2001,16.67129781,324877.865,200
Australia,36,Oceania,Australia and New Zealand,2000,17.1075082,329479.95,200
Australia,36,Oceania,Australia and New Zealand,1999,17.10058096,325380.244,200
Australia,36,Oceania,Australia and New Zealand,1998,16.86469989,316964.479,200
Australia,36,Oceania,Australia and New Zealand,1997,16.47532828,305838.801,200
Australia,36,Oceania,Australia and New Zealand,1996,16.48077126,302241.474,200
Australia,36,Oceania,Australia and New Zealand,1995,15.55602085,281940.962,200
Australia,36,Oceania,Australia and New Zealand,1994,15.52428006,278204.289,200
Australia,36,Oceania,Australia and New Zealand,1993,15.65491705,277478.223,200
Australia,36,Oceania,Australia and New Zealand,1992,15.29324941,268068.701,200
Australia,36,Oceania,Australia and New Zealand,1991,15.10100848,261574.444,200
Australia,36,Oceania,Australia and New Zealand,1990,15.43253235,263847.984,200
Austria,40,Europe,Western Europe,2011,7.731978835,65202.927,200
Austria,40,Europe,Western Europe,2010,8.090430121,67975.179,200
Austria,40,Europe,Western Europe,2009,7.583050108,63483.104,200
Austria,40,Europe,Western Europe,2008,8.241611104,68752.583,200
Austria,40,Europe,Western Europe,2007,8.388936821,69724.338,200
Austria,40,Europe,Western Europe,2006,8.724272364,72214.231,200
Austria,40,Europe,Western Europe,2005,9.015939108,74278.752,200
Austria,40,Europe,Western Europe,2004,8.821129999,72272.903,200
Austria,40,Europe,Western Europe,2003,8.851883406,72074.885,200
Austria,40,Europe,Western Europe,2002,8.277233977,66977.755,200
Austria,40,Europe,Western Europe,2001,8.172739967,65785.98,200
Austria,40,Europe,Western Europe,2000,7.753942826,62188.653,200
Austria,40,Europe,Western Europe,1999,7.732081536,61917.295,200
Austria,40,Europe,Western Europe,1998,7.955723094,63717.792,200
Austria,40,Europe,Western Europe,1997,7.824398524,62705.7,200
Austria,40,Europe,Western Europe,1996,7.894080477,63226.414,200
Austria,40,Europe,Western Europe,1995,7.492087407,59827.105,200
Austria,40,Europe,Western Europe,1994,7.192437856,57095.19,200
Austria,40,Europe,Western Europe,1993,7.257737164,57135.527,200
Austria,40,Europe,Western Europe,1992,7.270324579,56688.153,200
Austria,40,Europe,Western Europe,1991,7.977623192,61638.603,200
Austria,40,Europe,Western Europe,1990,7.525715707,57722.247,200
Azerbaijan,31,Asia,Western Asia,2011,3.63574629,33457.708,200
Azerbaijan,31,Asia,Western Asia,2010,3.373180125,30678.122,200
Azerbaijan,31,Asia,Western Asia,2009,3.550184248,31902.9,200
Azerbaijan,31,Asia,Western Asia,2008,3.999236061,35503.894,200
Azerbaijan,31,Asia,Western Asia,2007,3.478793111,30509.44,200
Azerbaijan,31,Asia,Western Asia,2006,4.520161556,39167.227,200
Azerbaijan,31,Asia,Western Asia,2005,4.009832078,34337.788,200
Azerbaijan,31,Asia,Western Asia,2004,3.790837042,32089.917,200
Azerbaijan,31,Asia,Western Asia,2003,3.657725788,30615.783,200
Azerbaijan,31,Asia,Western Asia,2002,3.576753841,29614.692,200
Azerbaijan,31,Asia,Western Asia,2001,3.510650757,28771.282,200
Azerbaijan,31,Asia,Western Asia,2000,3.635043957,29508.349,200
Azerbaijan,31,Asia,Western Asia,1999,3.550839743,28576.931,200
Azerbaijan,31,Asia,Western Asia,1998,3.967149438,31675.546,200
Azerbaijan,31,Asia,Western Asia,1997,3.762938974,29809.043,200
Azerbaijan,31,Asia,Western Asia,1996,4.012918425,31510.531,200
Azerbaijan,31,Asia,Western Asia,1995,4.308396066,33479.71,200
Azerbaijan,31,Asia,Western Asia,1994,5.559891509,42672.879,200
Azerbaijan,31,Asia,Western Asia,1993,6.523607284,49365.154,200
Azerbaijan,31,Asia,Western Asia,1992,7.741090094,57678.243,200
Bahamas,44,Americas,Caribbean,2011,5.205237886,1906.84,200
Bahamas,44,Americas,Caribbean,2010,6.835610738,2464.224,200
Bahamas,44,Americas,Caribbean,2009,4.634282297,1642.816,200
Bahamas,44,Americas,Caribbean,2008,3.000215307,1045.095,200
Bahamas,44,Americas,Caribbean,2007,4.524129584,1547.474,200
Bahamas,44,Americas,Caribbean,2006,4.534282616,1521.805,200
Bahamas,44,Americas,Caribbean,2005,4.858311455,1598.812,200
Bahamas,44,Americas,Caribbean,2004,5.345812655,1723.49,200
Bahamas,44,Americas,Caribbean,2003,4.809957418,1518.138,200
Bahamas,44,Americas,Caribbean,2002,5.102301004,1576.81,200
Bahamas,44,Americas,Caribbean,2001,5.179703305,1569.476,200
Bahamas,44,Americas,Caribbean,2000,5.603474622,1668.485,200
Bahamas,44,Americas,Caribbean,1999,5.710903688,1675.819,200
Bahamas,44,Americas,Caribbean,1998,5.7928092,1679.486,200
Bahamas,44,Americas,Caribbean,1997,4.755613659,1364.124,200
Bahamas,44,Americas,Caribbean,1996,5.881615776,1668.485,200
Bahamas,44,Americas,Caribbean,1995,6.010187467,1683.153,200
Bahamas,44,Americas,Caribbean,1994,6.115655137,1686.82,200
Bahamas,44,Americas,Caribbean,1993,6.276121798,1701.488,200
Bahamas,44,Americas,Caribbean,1992,6.738756919,1793.163,200
Bahamas,44,Americas,Caribbean,1991,6.825539444,1782.162,200
Bahamas,44,Americas,Caribbean,1990,7.610436221,1950.844,200
Bahrain,48,Asia,Western Asia,2011,18.13127841,23439.464,200
Bahrain,48,Asia,Western Asia,2010,18.57946901,23252.447,200
Bahrain,48,Asia,Western Asia,2009,18.21591488,21704.973,200
Bahrain,48,Asia,Western Asia,2008,21.51496275,24011.516,200
Bahrain,48,Asia,Western Asia,2007,21.32313366,22013.001,200
Bahrain,48,Asia,Western Asia,2006,19.80127788,18830.045,200
Bahrain,48,Asia,Western Asia,2005,21.8385486,19207.746,200
Bahrain,48,Asia,Western Asia,2004,21.34042449,17509.925,200
Bahrain,48,Asia,Western Asia,2003,21.33064744,16468.497,200
Bahrain,48,Asia,Western Asia,2002,21.43010016,15698.427,200
Bahrain,48,Asia,Western Asia,2001,19.93171511,13927.266,200
Bahrain,48,Asia,Western Asia,2000,27.89874282,18643.028,200
Bahrain,48,Asia,Western Asia,1999,28.11557575,18019.638,200
Bahrain,48,Asia,Western Asia,1998,29.80335267,18404.673,200
Bahrain,48,Asia,Western Asia,1997,28.99102946,17319.241,200
Bahrain,48,Asia,Western Asia,1996,26.94756054,15621.42,200
Bahrain,48,Asia,Western Asia,1995,28.4198517,16021.123,200
Bahrain,48,Asia,Western Asia,1994,29.07985687,15969.785,200
Bahrain,48,Asia,Western Asia,1993,29.31075524,15702.094,200
Bahrain,48,Asia,Western Asia,1992,21.91427276,11455.708,200
Bahrain,48,Asia,Western Asia,1991,24.20466796,12335.788,200
Bahrain,48,Asia,Western Asia,1990,25.5388068,12665.818,200
Bangladesh,50,Asia,Southern Asia,2011,0.373339091,57069.521,200
Bangladesh,50,Asia,Southern Asia,2010,0.371563901,56152.771,200
Bangladesh,50,Asia,Southern Asia,2009,0.353103929,52790.132,200
Bangladesh,50,Asia,Southern Asia,2008,0.335078178,49581.507,200
Bangladesh,50,Asia,Southern Asia,2007,0.320136563,46886.262,200
Bangladesh,50,Asia,Southern Asia,2006,0.332278182,48136.709,200
Bangladesh,50,Asia,Southern Asia,2005,0.262365597,37553.747,200
Bangladesh,50,Asia,Southern Asia,2004,0.28144773,39750.28,200
Bangladesh,50,Asia,Southern Asia,2003,0.243437439,33883.08,200
Bangladesh,50,Asia,Southern Asia,2002,0.246025688,33707.064,200
Bangladesh,50,Asia,Southern Asia,2001,0.240902076,32456.617,200
Bangladesh,50,Asia,Southern Asia,2000,0.210519056,27869.2,200
Bangladesh,50,Asia,Southern Asia,1999,0.194174893,25236.294,200
Bangladesh,50,Asia,Southern Asia,1998,0.188644999,24048.186,200
Bangladesh,50,Asia,Southern Asia,1997,0.200599318,25063.945,200
Bangladesh,50,Asia,Southern Asia,1996,0.196320875,24029.851,200
Bangladesh,50,Asia,Southern Asia,1995,0.190340811,22816.074,200
Bangladesh,50,Asia,Southern Asia,1994,0.161621139,18969.391,200
Bangladesh,50,Asia,Southern Asia,1993,0.151502361,17407.249,200
Bangladesh,50,Asia,Southern Asia,1992,0.157859354,17748.28,200
Bangladesh,50,Asia,Southern Asia,1991,0.144999395,15940.449,200
Bangladesh,50,Asia,Southern Asia,1990,0.144650458,15533.412,200
Barbados,52,Americas,Caribbean,2011,5.556376063,1565.809,200
Barbados,52,Americas,Caribbean,2010,5.414264112,1518.138,200
Barbados,52,Americas,Caribbean,2009,5.822387332,1624.481,200
Barbados,52,Americas,Caribbean,2008,5.864368197,1628.148,200
Barbados,52,Americas,Caribbean,2007,5.176435244,1430.13,200
Barbados,52,Americas,Caribbean,2006,4.988516785,1371.458,200
Barbados,52,Americas,Caribbean,2005,4.946203503,1353.123,200
Barbados,52,Americas,Caribbean,2004,4.755426976,1294.451,200
Barbados,52,Americas,Caribbean,2003,4.684549039,1268.782,200
Barbados,52,Americas,Caribbean,2002,4.557831585,1228.445,200
Barbados,52,Americas,Caribbean,2001,4.551357456,1221.111,200
Barbados,52,Americas,Caribbean,2000,4.446678394,1188.108,200
Barbados,52,Americas,Caribbean,1999,4.545526256,1210.11,200
Barbados,52,Americas,Caribbean,1998,4.297535516,1140.437,200
Barbados,52,Americas,Caribbean,1997,3.40915172,902.082,200
Barbados,52,Americas,Caribbean,1996,3.223931728,850.744,200
Barbados,52,Americas,Caribbean,1995,3.149134573,828.742,200
Barbados,52,Americas,Caribbean,1994,2.850423524,748.068,200
Barbados,52,Americas,Caribbean,1993,4.259489366,1114.768,200
Barbados,52,Americas,Caribbean,1992,3.751830719,979.089,200
Barbados,52,Americas,Caribbean,1991,4.637044297,1206.443,200
Barbados,52,Americas,Caribbean,1990,4.143007527,1074.431,200
Belarus,112,Europe,Eastern Europe,2011,6.698497554,63303.421,200
Belarus,112,Europe,Eastern Europe,2010,6.555810462,62221.656,200
Belarus,112,Europe,Eastern Europe,2009,6.329432587,60292.814,200
Belarus,112,Europe,Eastern Europe,2008,6.573568244,62815.71,200
Belarus,112,Europe,Eastern Europe,2007,6.288940915,60281.813,200
Belarus,112,Europe,Eastern Europe,2006,6.42692097,61829.287,200
Belarus,112,Europe,Eastern Europe,2005,6.111341629,59064.369,200
Belarus,112,Europe,Eastern Europe,2004,5.970952957,58037.609,200
Belarus,112,Europe,Eastern Europe,2003,5.490693023,53721.55,200
Belarus,112,Europe,Eastern Europe,2002,5.31727814,52390.429,200
Belarus,112,Europe,Eastern Europe,2001,5.30190159,52595.781,200
Belarus,112,Europe,Eastern Europe,2000,5.356784178,53468.527,200
Belarus,112,Europe,Eastern Europe,1999,5.562563585,55819.074,200
Belarus,112,Europe,Eastern Europe,1998,5.713606954,57597.569,200
Belarus,112,Europe,Eastern Europe,1997,5.881008613,59519.077,200
Belarus,112,Europe,Eastern Europe,1996,5.923159396,60157.135,200
Belarus,112,Europe,Eastern Europe,1995,6.096626043,62118.98,200
Belarus,112,Europe,Eastern Europe,1994,6.449747037,65914.325,200
Belarus,112,Europe,Eastern Europe,1993,7.266112329,74451.101,200
Belarus,112,Europe,Eastern Europe,1992,8.52275292,87487.286,200
Belgium,56,Europe,Western Europe,2011,8.882452598,97765.887,200
Belgium,56,Europe,Western Europe,2010,9.970786803,109093.25,200
Belgium,56,Europe,Western Europe,2009,9.576281151,104021.789,200
Belgium,56,Europe,Western Europe,2008,9.643234967,103882.443,200
Belgium,56,Europe,Western Europe,2007,9.666088066,103215.049,200
Belgium,56,Europe,Western Europe,2006,10.08485255,106775.706,200
Belgium,56,Europe,Western Europe,2005,10.30611786,108297.511,200
Belgium,56,Europe,Western Europe,2004,10.62241733,110908.415,200
Belgium,56,Europe,Western Europe,2003,11.0317701,114564.414,200
Belgium,56,Europe,Western Europe,2002,10.35871198,107098.402,200
Belgium,56,Europe,Western Europe,2001,11.0977143,114315.058,200
Belgium,56,Europe,Western Europe,2000,11.18914999,114894.444,200
Belgium,56,Europe,Western Europe,1999,11.23609481,115085.128,200
Belgium,56,Europe,Western Europe,1998,11.57934376,118374.427,200
Belgium,56,Europe,Western Europe,1997,11.30140673,115341.818,200
Belgium,56,Europe,Western Europe,1996,11.58945375,118059.065,200
Belgium,56,Europe,Western Europe,1995,11.05377825,112327.544,200
Belgium,56,Europe,Western Europe,1994,11.08973489,112334.878,200
Belgium,56,Europe,Western Europe,1993,10.66796487,107652.119,200
Belgium,56,Europe,Western Europe,1992,11.14117764,111968.178,200
Belgium,56,Europe,Western Europe,1991,11.08370232,110959.753,200
Belgium,56,Europe,Western Europe,1990,10.62808966,106049.64,200
Belize,84,Americas,Central America,2011,1.739123561,550.05,200
Belize,84,Americas,Central America,2010,1.794316175,553.717,200
Belize,84,Americas,Central America,2009,1.559305818,469.376,200
Belize,84,Americas,Central America,2008,1.53653626,451.041,200
Belize,84,Americas,Central America,2007,1.601612182,458.375,200
Belize,84,Americas,Central America,2006,1.55100095,432.706,200
Belize,84,Americas,Central America,2005,1.523870991,414.371,200
Belize,84,Americas,Central America,2004,1.494249925,396.036,200
Belize,84,Americas,Central America,2003,1.490384988,385.035,200
Belize,84,Americas,Central America,2002,1.456511205,366.7,200
Belize,84,Americas,Central America,2001,2.901320565,711.398,200
Belize,84,Americas,Central America,2000,2.889507347,689.396,200
Belize,84,Americas,Central America,1999,2.593754852,601.388,200
Belize,84,Americas,Central America,1998,1.64546856,370.367,200
Belize,84,Americas,Central America,1997,1.779086798,388.702,200
Belize,84,Americas,Central America,1996,1.450396704,308.028,200
Belize,84,Americas,Central America,1995,1.824977532,377.701,200
Belize,84,Americas,Central America,1994,1.848468974,374.034,200
